name	year	occupation
Ruby Dee	1922	screenwriter,poet,journalist,stage actor,film producer,television actor,film actor
Ruby Hirose	1904	chemist,biochemist
Ruby Keeler	1909	actor,singer,stage actor,dancer,television actor,film actor
Rubén Hinojosa	1940	politician,adjunct professor,business executive
Rudi Fehr	1911	film director,film editor
Rudi Gernreich	1922	costume designer,fashion designer,designer
Rudolf Bauer	1889	writer,teacher,artist,illustrator,curator,painter,graphic artist,caricaturist,designer,drawer,watercolorist,gouache painter
Rudolf Bing	1902	impresario
Rudolf Callmann	1892	lawyer,jurist,university teacher
Rudolf Carnap	1891	Esperantist,university teacher,philosopher,logician,philosopher of science,philosopher of language,analytic philosopher
Rudolf Doehn	1821	writer,politician,literary critic
Rudolf Dreikurs	1897	psychiatrist
Rudolf Eickemeyer	1831	inventor,industrialist
Rudolf Ekstein	1912	psychologist,psychotherapist,psychoanalyst
Rudolf Friml	1879	composer,composer,pianist,pianist,songwriter,songwriter,film score composer,film score composer
Rudolf Jaenisch	1942	biologist,university teacher,geneticist,molecular biologist
Rudolf Kolisch	1896	conductor,violinist,university teacher
Rudolf Kompfner	1909	architect,engineer,physicist,inventor
Rudolf Ladenburg	1882	physicist,university teacher
Rudolf Serkin	1903	pianist,musician,music teacher
Rudolf Sieber	1897	screenwriter,screenwriter,farmer,farmer,first recording director,first recording director,film producer,film producer
Rudolf Wittkower	1901	writer,historian,pedagogue,university teacher,art historian
Rudolf von Urban	1879	physician,psychiatrist,psychologist,psychoanalyst
Rudolph A. Marcus	1923	chemist,university teacher
Rudolph A. Seiden	1900	writer,physician writer,chemist,journalist,opinion journalist
Rudolph Dirks	1877	artist,comics artist
Rudolph Gabriel Tenerowicz	1890	politician
Rudolph Minkowski	1895	astronomer,astrophysicist
Rudolph Reti	1885	composer,pianist,musicologist,music theorist,music teacher
Rudolph Rummel	1932	historian,political scientist,university teacher
Rudolph Schildkraut	1862	stage actor,film actor
Rudolph Schindler	1887	architect,architect
Rudolph Schindler	1890	architect
Rudolph Schoenheimer	1898	physician,university teacher,biochemist
Rudy Boschwitz	1930	politician,diplomat
Rudy Bowman	1890	television actor,film actor
Rudy Giuliani	1944	writer,lawyer,politician,entrepreneur
Rudy Rucker	1946	writer,computer scientist,mathematician,university teacher,novelist,science fiction writer
Rudy Youngblood	1982	actor,painter
Rue McClanahan	1934	writer,stage actor,fashion designer,television actor,film actor,autobiographer
Rufus R. Jones	1933	actor,professional wrestler
Rufus Wainwright	1973	composer,singer,pianist,singer-songwriter,musician
Rumer Willis	1988	model,television actor,film actor
Rupert Murdoch	1931	businessperson,entrepreneur,editor,financier,publisher
Rupert Wildt	1905	astronomer
Rush Limbaugh	1951	writer,journalist,radio personality,children's writer,radio pundit
Rusi Taleyarkhan	1953	physicist,university teacher
Russ Hellickson	1948	amateur wrestler
Russ Parrish	1970	musician,guitarist
Russ Schoene	1960	basketball player,basketball coach
Russell Alan Hulse	1950	astronomer,physicist,astrophysicist,researcher
Russell Currier	1987	biathlete
Russell Harlan	1903	cinematographer
Russell Kirk	1918	writer,historian,political scientist,journalist,literary critic,philosopher,novelist,peace activist,science fiction writer
Russell Means	1939	actor,writer,politician,musician,voice actor,television actor,film actor,political activist,peace activist,autobiographer
Russell Westbrook	1988	basketball player
Russi Taylor	1944	actor,voice actor
Rusty Bryant	1929	saxophonist,jazz musician
Rusudan Goletiani	1980	chess player
Ruth Ann Minner	1935	politician
Ruth Bader Ginsburg	1933	judge,lawyer,jurist
Ruth Benedict	1887	anthropologist
Ruth Brown	1928	actor,actor,singer,singer,songwriter,songwriter
Ruth Chatterton	1892	writer,aircraft pilot,stage actor,novelist,television actor,film actor
Ruth Gordon	1896	screenwriter,actor,writer,playwright,stage actor,television actor,film actor
Ruth Handler	1916	screenwriter,entrepreneur,patent inventor
Ruth Harriet Louise	1903	photographer
Ruth Hayward	1934	photographer,engineer,sculptor
Ruth Prawer Jhabvala	1927	screenwriter,writer,novelist
Ruth R. Benerito	1916	inventor,chemist
Ruth Roman	1922	actor,stage actor,television actor,film actor
Ruth Rosenfeld	1920	writer,singer
Ruth Schönthal	1924	composer,pianist,university teacher
Ruth St. Denis	1879	artist,choreographer,dancer
Ruth Stafford Peale	1906	writer
Ruth Stout	1884	writer,horticulturist
Ruth Teitelbaum	1924	engineer,computer scientist,mathematician,programmer
Ruth Westheimer	1928	writer,television presenter,university teacher,stage actor,sociologist,voice actor,radio personality,television actor,sex therapist,sex educator
Rutherford B. Hayes	1822	lawyer,politician,military officer,statesperson
Rutina Wesley	1978	stage actor,voice actor,television actor,film actor
Rutina Wesley	1979	stage actor,voice actor,television actor,film actor
Ruzena Bajcsy	1933	engineer,computer scientist,artificial intelligence researcher
Ry Cooder	1947	composer,singer,record producer,guitarist,banjoist,musicologist,mandolinist
Ryan C. Gordon	1978	engineer,computer scientist
Ryan Dunn	1977	actor,businessperson,stunt performer,television presenter,film actor
Ryan Harrison	1992	tennis player
Ryan Higa	1990	actor,comedian,television producer,judoka,film actor,YouTuber,Twitch streamer
Ryan Kavanaugh	1974	financier,film producer
Ryan Lindley	1989	American football player,American football player,Canadian football player,Canadian football player
Ryan Lochte	1984	swimmer
Ryan Miller	1980	ice hockey player
Ryan Murphy	1965	screenwriter,writer,television producer,showrunner,journalist,film director,film producer,director,manufacturer
Ryan Newman	1998	actor,singer,model,television actor,film actor
Ryan O'Neal	1941	actor,film producer,television actor,film actor
Ryan Phillippe	1974	screenwriter,actor,film director,film producer,television actor,film actor,taekwondo athlete
Ryan Reynolds	1976	screenwriter,actor,voice actor,film producer,television actor,film actor
Ryan Seacrest	1974	actor,television producer,television presenter,voice actor,radio personality,film producer
Ryan Succop	1986	American football player
Ryan Sweeting	1987	tennis player
Ryan White	1971	writer,student
S. Addison Oliver	1833	judge,lawyer,politician
S. Bear Bergman	1974	writer,writer,poet,poet,playwright,playwright,theater artist,theater artist
S. D. Perry	1970	writer,novelist,science fiction writer
S. Harrison White	1864	judge,lawyer,politician
Saad Eddin Ibrahim	1938	writer,human rights activist,sociologist
Sable	1967	actor,Playboy Playmate,model,television actor,film actor,professional wrestler
Sabrina Bryan	1984	actor,composer,singer,singer-songwriter,musician,choreographer,fashion designer,dancer,television actor,film actor
Sabrina Harman	1978	military personnel
Sacagawea	1780	explorer
Sacagawea	1786	explorer
Sada Jacobson	1983	fencer
Sadakichi Hartmann	1867	actor,poet,dramaturge,art historian,art critic,literary critic
Sadam Ali	1988	boxer
Sal Mosca	1927	pianist,jazz musician
Salka Viertel	1889	screenwriter,actor,film actor
Salli Richardson	1967	actor,television director,voice actor,television actor,film actor
Sally Field	1946	screenwriter,actor,singer,stage actor,voice actor,film director,film producer,television actor,film actor
Sally Floyd	1950	computer scientist
Sally Kellerman	1937	singer,comedian,stage actor,voice actor,television actor,film actor
Sally Kirkland	1941	actor,stage actor,film producer,television actor,film actor
Sally Mann	1951	photographer
Sally Menke	1953	film editor
Sally Ride	1952	astronaut,writer,physicist,astrophysicist,university teacher,children's writer
Sally Struthers	1947	stage actor,voice actor,television actor,film actor,activist
Salma Hayek	1966	actor,singer,television producer,voice actor,film director,film producer,television actor,film actor
Salman Rushdie	1947	screenwriter,actor,writer,children's writer,novelist,essayist
Salome Gluecksohn-Waelsch	1907	biologist,university teacher,geneticist
Salomon Bochner	1899	writer,mathematician,university teacher,historian of science
Salvador Luria	1912	chemist,university teacher,microbiologist,virologist
Sam Brownback	1956	writer,teacher,lawyer,politician,diplomat,broadcaster,administrator
Sam Cooke	1931	singer,pianist,singer-songwriter,musician,songwriter,guitarist,recording artist
Sam Ervin	1896	judge,lawyer,politician
Sam Hanks	1914	racing automobile driver,Formula One driver
Sam Harris	1967	writer,philosopher,neuroscientist,blogger,podcaster
Sam Havadtoy	1952	painter,painter,interior designer,interior designer
Sam Houston	1793	lawyer,politician
Sam Jones	1924	composer,cellist,jazz musician,recording artist
Sam Kinison	1953	actor,preacher,television actor,film actor,stand-up comedian
Sam Lantinga	1974	engineer,computer scientist
Sam Loyd	1841	mathematician,inventor,chess composer,chess player
Sam Parnia	2000	physician
Sam Peckinpah	1925	screenwriter,actor,film director,film producer,film actor
Sam Phillips	1923	entrepreneur,record producer,songwriter
Sam Phillips	1962	actor,singer-songwriter,musician
Sam Posey	1944	journalist,Formula One driver
Sam Querrey	1987	tennis player
Sam Raimi	1959	screenwriter,actor,executive producer,film director,film producer,film editor,film actor
Sam Rivers	1977	bassist,musician,guitarist
Sam Rockwell	1968	stage actor,film producer,television actor,film actor,manufacturer
Sam Shaw	1984	professional wrestler
Sam Spiegel	1901	film producer,film producer
Sam Trammell	1969	actor,actor,stage actor,stage actor,television actor,television actor,film actor,film actor
Sam Trammell	1971	actor,stage actor,television actor,film actor
Sam Waterston	1940	stage actor,voice actor,film director,film producer,television actor,film actor
Sam Witwer	1977	actor,musician,voice actor,television actor,film actor
Samaire Armstrong	1980	actor,model,television actor,film actor
Samantha Crawford	1995	tennis player
Samantha Droke	1987	actor,singer,television actor,film actor
Samantha Mathis	1970	voice actor,television actor,film actor
Samantha Peszek	1991	artistic gymnast
Samantha Smith	1972	child actor,television actor,peace activist
Sammy Angott	1915	boxer
Sammy Davis Jr.	1925	actor,singer,television presenter,stage actor,dancer,television actor,film actor,jazz musician,autobiographer,recording artist,vaudeville performer
Sammy Davis, Sr.	1900	singer,musician,ballet dancer,film actor
Sammy Nestico	1924	actor,composer,trombonist,music arranger,musicologist,jazz musician
Samuel A. Cook	1849	politician
Samuel A. Taylor	1912	screenwriter,playwright,film director,theatrical director,director
Samuel Adams	1722	politician,philosopher
Samuel Adler	1809	rabbi,rabbi,cleric,cleric
Samuel Alito	1950	judge,lawyer,jurist,university teacher,magistrate
Samuel Barber	1910	composer,pianist,musicologist
Samuel Barton	1785	politician
Samuel Bowles	1936	economist,university teacher
Samuel Bowles	1939	economist,university teacher
Samuel Bunch	1786	politician
Samuel C. C. Ting	1936	physicist,university teacher
Samuel Chase	1741	judge,politician
Samuel Colt	1814	entrepreneur,inventor,artisan,design engineer,weapons manufacturing company
Samuel Cony	1811	judge,lawyer,politician
Samuel Curtis	1805	lawyer,politician,military officer
Samuel D. Nicholson	1859	politician
Samuel Dickens	1775	politician
Samuel E. Cook	1860	judge,lawyer,politician
Samuel E. Smith	1788	judge,lawyer,politician
Samuel Finley Breese Morse	1791	photographer,writer,physicist,inventor,painter,sculptor,university teacher
Samuel Francis Du Pont	1803	military officer
Samuel Frederick Biery Jr.	1947	judge,lawyer
Samuel Fuller	1912	screenwriter,actor,film director,film producer,model,novelist
Samuel G. Arnold	1821	lawyer,politician,historian
Samuel Goldwyn	1882	writer,film producer
Samuel Gompers	1850	trade unionist
Samuel Gridley Howe	1801	physician,surgeon
Samuel Hambleton	1812	lawyer,politician
Samuel Hirsch	1815	rabbi
Samuel Hopkins Adams	1871	writer,journalist,novelist
Samuel Jacob Klein	1978	physicist,programmer,technologist
Samuel Jones Tilden	1814	lawyer,politician
Samuel Jordan Cabell	1756	politician
Samuel L. Jackson	1948	actor,television producer,character actor,voice actor,film producer,television actor,film actor
